region,PROVINCE,BEINGBULLIED,PERCOMP,PERCOOP,GFOFAIL,EUDMO,SWBP,BELONG,ST207Q01HA,ST207Q02HA,ST207Q03HA,ST207Q04HA,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q04TA,SC017Q01NA,SC017Q03NA,SC161Q01SA
Region II,Cagayan,2.07,,-0.3047,0.1097,1.1963,0.5012,-0.6464,3.0,3.0,3.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,1.7669,,-0.2119,0.4637,0.2621,-0.5928,-0.8273,3.0,3.0,3.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,3.8591,-0.6142,1.2992,0.4637,1.348,0.7301,-0.8815,3.0,4.0,4.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,1.5082,-0.1532,-1.5068,-1.8939,-1.2631,0.7301,0.0821,3.0,3.0,2.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,0.8233,-0.6142,-0.9391,0.4637,0.2621,-0.5928,-0.7386,3.0,3.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,1.7405,0.6912,-0.5358,1.1422,0.9759,-0.5928,-1.177,3.0,4.0,3.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,1.8279,0.6912,-0.5358,0.8794,,-0.5928,0.1554,3.0,3.0,3.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,1.7669,0.202,-0.5358,0.1097,1.1963,-2.4967,-0.9955,4.0,3.0,3.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,0.8233,-0.6142,-0.9391,0.4637,0.2621,-0.5928,-0.3184,2.0,3.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,-0.7823,-1.9892,-2.1428,-1.8939,-2.1464,-3.0666,-1.1802,1.0,1.0,1.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,,-0.6142,,-0.9295,0.2621,0.1869,-1.1906,,,,,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,1.1625,1.563,0.9747,0.4637,0.2621,1.2386,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,1.7405,,-0.4213,-0.3799,-0.3121,-1.6203,-1.186,2.0,2.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,1.1625,0.6912,-0.9391,0.4637,0.8126,1.2386,-0.3184,2.0,2.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,1.1318,0.6912,-0.2119,0.0208,0.2621,0.4094,-0.322,3.0,3.0,2.0,2.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,,,-0.2119,0.8794,-0.1652,1.2386,-0.9017,3.0,3.0,2.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,-0.7823,-0.6142,-0.9391,-0.687,-0.9827,-0.5928,-0.6464,2.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,,-0.8402,-0.5358,-0.2006,0.2621,0.3385,-0.338,3.0,3.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,-0.7823,-0.6142,1.6762,-0.687,0.2621,1.2386,0.6818,3.0,2.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,3.8591,0.6912,0.6012,0.3335,1.7411,1.2386,0.5082,3.0,3.0,4.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,1.1625,0.6912,0.6012,1.8905,,1.2386,2.7249,3.0,3.0,3.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,-0.7823,-0.6142,-0.9391,0.4637,0.2621,-0.5928,0.4909,1.0,3.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,0.8233,-0.6142,-1.6004,-0.687,-0.9827,0.1869,-0.9879,2.0,2.0,2.0,2.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,2.07,0.202,-0.2119,0.4637,0.8126,0.7301,-0.9384,3.0,3.0,3.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,0.2907,-1.0299,-1.5068,0.052,-0.3121,-0.5928,-1.4949,1.0,2.0,2.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,1.203,0.6912,0.6012,0.4637,0.2621,0.7301,-0.9879,3.0,3.0,3.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,,,,-1.4869,-1.593,-2.4967,-1.1351,,,,,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,,,,,,,,1.0,,,,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,-0.7823,-0.6142,-2.1428,-1.8939,-2.1464,-3.0666,-1.2605,1.0,1.0,1.0,1.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,0.2907,-1.9892,-2.1428,-0.687,-0.9827,0.1869,-0.9879,2.0,2.0,2.0,2.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,-0.7823,0.6912,0.6012,0.4637,0.2621,0.7301,0.4458,3.0,3.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,1.1625,2.0378,-0.9391,0.4637,0.8126,-0.5928,-0.7483,3.0,3.0,3.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,1.203,-0.2309,0.6012,1.3423,-0.0193,-1.1176,0.3253,1.0,1.0,1.0,1.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,,,,-1.1858,-0.3121,-0.5928,-0.0879,,,,,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,3.8591,0.8147,-0.3987,1.0944,0.2621,0.3385,-0.6659,3.0,3.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,,,,,,,,1.0,1.0,1.0,1.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,2.1776,1.0326,-2.1428,-1.8939,0.2621,0.1038,-0.4859,1.0,2.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,1.1625,-0.6142,0.6012,0.4637,0.2621,0.5012,-0.1843,3.0,3.0,3.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,2.07,-0.043,0.6012,0.4637,0.2621,-0.5928,-0.8322,3.0,3.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,,,,,,-1.3186,-0.9879,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,1.1625,-0.6142,0.6012,-0.3799,0.2621,-0.3236,-0.9879,3.0,2.0,3.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,,,,-0.13,-0.3121,,,,,,,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,2.5101,0.6912,0.6012,1.8905,1.7411,1.2386,0.0595,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,1.1625,0.6912,0.6012,-0.687,0.2621,0.7301,-0.3397,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,1.8016,0.6912,0.6012,1.8905,1.7411,0.1038,-0.3184,2.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,0.1462,-1.558,-1.8317,-0.9295,-1.7389,0.7301,-0.4822,2.0,1.0,1.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,1.2618,0.6912,0.6012,0.052,0.2621,0.7301,-0.3184,3.0,3.0,3.0,4.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,1.5082,-0.043,-0.0682,-0.2006,0.2621,0.2659,-0.9131,3.0,3.0,2.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,1.8633,-0.6142,0.6012,1.0671,0.2621,-0.5928,-0.445,2.0,3.0,,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,2.1088,-0.1532,0.9995,0.8794,0.9759,0.7301,-0.0599,3.0,4.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,2.07,0.6912,-0.4213,0.4637,0.2621,0.1869,0.0974,3.0,3.0,3.0,3.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,,,,0.4637,-0.3121,-1.566,0.1853,,,,,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,,,-0.4213,0.4637,0.2621,-0.5928,,2.0,2.0,3.0,2.0,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,1.1625,0.6912,0.6012,0.1097,0.2621,-0.5928,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
Region II,Cagayan,,,,-0.4342,-0.1652,0.6502,-1.0541,,,,,"A village, hamlet or rural area (fewer than 3 000 people)","A public school (Managed by a public education authority, government agency, or governing board)",95.0,2.0,1.0,To some extent,To some extent,Not checked
Region II,Cagayan,1.1625,0.6912,-0.9391,0.4637,0.2621,0.5012,-0.4077,2.0,2.0,2.0,2.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,-0.7823,,-1.3467,-0.3799,0.2621,1.2386,-0.8997,3.0,3.0,3.0,3.0,A small town (3 000 to about 15 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",60.0,10.0,0.0,Not at all,Very little,Not checked
Region II,Cagayan,1.5436,1.1085,1.3256,-0.3799,0.2621,1.2386,-0.3184,2.0,2.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",75.0,20.0,0.0,To some extent,Not at all,Not checked
